company,status,analyst report,rating,industry,platform,Valuation / Cap,security type,momentum,amount raised,start date,close date,annual revenue,revenue multiple,investors,average daily raise,min investment,reg type,minority founders,Women Founders,lgbtq founders,social impact,state
Common Bond Garden Oaks,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Debt,Closed,"$225,000 ",11/10/2020,1/25/2021,-,-,90,"$2,961 ",$200 ,RegCF,-,-,-,-,Texas
Quesadilla Gorilla,Funded,No Report,-,"Food, Beverage, & Restaurants",SMBX,-,Debt,Closed,"$165,540 ",11/10/2020,1/15/2021,"$1,616,699 ",-,-,"$2,508 ",$10 ,RegCF,Yes,Yes,-,-,California
CLICS,Funded,Deal To Watch,3.3,Beauty & Personal Care,Wefunder,"$20,000,000 ",Equity - Preferred,Closed,"$1,070,000 ",11/9/2020,2/11/2021,"$300,639 ",66.5x,195,"$11,383 ",$250 ,RegCF,-,Yes,-,-,California
Nectar Tulum,Funded,No Report,-,Real Estate & Construction,Republic,-,Equity - Common,Closed,"$727,000 ",11/9/2020,3/15/2021,-,-,"1,072","$5,770 ",$100 ,RegCF,Yes,-,-,-,Delaware
Worksport,Funded,No Report,-,"Consumer Products, Goods & Services",Dalmore Group,-,Equity - Common,Closed,"$4,000,000 ",11/9/2020,2/28/2021,-,-,229,"$36,036 ",$500 ,RegA+,-,-,-,-,Ontario
2Sisters 2Sons,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$51,275 ",11/6/2020,1/14/2021,-,-,74,$743 ,$100 ,RegCF,Yes,Yes,-,-,Pennsylvania
Swedesboro Brewing Company,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Honeycomb,-,Debt,Closed,"$122,000 ",11/6/2020,12/22/2020,-,-,74,"$2,652 ",$100 ,RegCF,-,-,-,-,New Jersey
Revival AI Inc.,Funded,No Report,1.3,"Consumer Products, Goods & Services",Entoro Securities,"$35,000,000 ",Equity - Common,-,-,11/5/2020,3/7/2022,-,-,-,-,$100 ,RegA+,-,Yes,-,Yes,Colorado
Sugarfina,Funded,No Report,-,"Food, Beverage, & Restaurants",StartEngine,"$125,000,000 ",Equity - Common,Closed,"$1,308,324 ",11/5/2020,6/30/2022,"$18,000,000 ",6.9x,879,"$2,173 ",$500 ,RegA+,-,Yes,-,-,California
Follow Her: A Thriller Film,Funded,No Report,-,"Media, Entertainment & Publishing",Wefunder,-,Revenue Share,Closed,"$54,877 ",11/5/2020,1/15/2021,$462 ,-,118,$773 ,$100 ,RegCF,-,Yes,-,-,Florida
Manta Biofuel,Funded,Top Deal,5,"Energy, Power, & Natural Resources",Republic,"$6,000,000 ",SAFE,Closed,"$1,861,738 ",11/4/2020,7/15/2021,-,-,"4,073","$7,359 ",$150 ,RegCF,-,-,-,Yes,Maryland
VibeTech Enterprises,Funded,Neutral,3.9,Fitness & Wellness,Wefunder,"$14,039,116 ",Equity - Common,Closed,"$356,330 ",11/4/2020,4/11/2021,"$45,040 ",311.7x,64,"$2,255 ",$300 ,RegCF,-,-,-,Yes,Wisconsin
SCRAP Film,Funded,No Report,-,"Media, Entertainment & Publishing",Wefunder,-,Revenue Share,Closed,"$483,352 ",11/4/2020,4/28/2021,-,-,433,"$2,762 ",$100 ,RegCF,-,Yes,-,-,California
Vuba,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",Wefunder,-,Revenue Share,Closed,"$111,306 ",11/3/2020,4/30/2021,-,-,103,$625 ,$100 ,RegCF,-,-,-,Yes,Colorado
Red Feather,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$56,655 ",11/3/2020,1/6/2021,"$3,539,597 ",-,47,$885 ,$100 ,RegCF,-,-,-,-,Ohio
Honeyfund,Funded,No Report,2.9,"Consumer Products, Goods & Services",StartEngine,"$19,000,000 ",Equity - Common,Closed,"$1,067,815 ",11/2/2020,10/23/2021,"$1,731,069 ",11x,"2,424","$3,008 ",$138 ,RegCF,-,Yes,-,-,Florida
Fanbase,Funded,Neutral,1.6,"Consumer Products, Goods & Services",StartEngine,"$20,000,000 ",Equity - Common,Closed,"$3,495,066 ",11/2/2020,6/27/2021,"$12,616 ",1000x+,"5,204","$14,747 ",$256 ,RegCF,Yes,-,-,-,Georgia
Climate Action Now,Funded,No Report,1.4,"Consumer Products, Goods & Services",Wefunder,"$7,000,000 ",Convertible Note,Closed,"$430,953 ",11/2/2020,6/23/2021,-,-,139,"$1,850 ",$200 ,RegCF,-,-,-,Yes,California
Shark Wheel,Funded,No Report,2.3,"Consumer Products, Goods & Services",Wefunder,"$34,900,000 ",Equity - Common,Closed,"$529,210 ",11/2/2020,1/27/2021,"$1,181,599 ",29.5x,618,"$6,154 ",$299 ,RegCF,-,-,-,-,California
Freeman Berkshires,Funded,No Report,-,Real Estate & Construction,Small Change,-,Equity - Preferred,Closed,"$890,000 ",11/2/2020,3/2/2021,-,-,141,"$7,417 ","$1,000 ",RegCF,-,Yes,-,-,Texas
Ferndale Project,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",MainVest,-,Revenue Share,Closed,"$250,000 ",11/2/2020,12/31/2020,-,-,216,"$4,237 ",$100 ,RegCF,-,-,-,-,Michigan
Tovala,Funded,No Report,-,"Consumer Products, Goods & Services",OurCrowd,"$150,000,000 ",Equity - Common,-,-,11/1/2020,12/24/2020,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,Illinois
BlueNalu,Funded,No Report,-,"Food, Beverage, & Restaurants",OurCrowd,"$190,000,000 ",Convertible Note,-,-,11/1/2020,12/21/2020,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
Orion,Funded,No Report,1.2,"Transportation, Automotive, Aviation, & Aerospace",WunderFund,"$2,490,000 ",Equity - Common,Closed,"$25,549 ",10/30/2020,9/30/2021,-,-,133,$76 ,$100 ,RegCF,Yes,-,-,-,Ohio
Crypto Asset Rating,Funded,No Report,1.8,Financial & Insurance Products & Services,Fundopolis,"$12,000,000 ",Convertible Note,Closed,"$92,100 ",10/30/2020,6/30/2021,"$48,742 ",246.2x,62,$379 ,$100 ,RegCF,Yes,Yes,-,-,New Jersey
SmartGurlz,Funded,Neutral,3.5,"Education, Training, & Coaching",Wefunder,"$9,000,000 ",Equity - Preferred,Closed,"$376,422 ",10/30/2020,4/30/2021,"$303,840 ",29.6x,647,"$2,068 ",$100 ,RegCF,Yes,Yes,-,-,Virginia
Veriglif,Funded,No Report,1,"Security, Cybersecurity, & Defense",StartEngine,"$7,020,000 ",Equity - Preferred,Closed,"$148,183 ",10/30/2020,4/27/2021,-,-,175,$828 ,$300 ,RegCF,-,-,-,-,New York
Edible Garden,Funded,Deal To Watch,1,Farming & Agriculture,Republic,"$18,500,000 ",SAFE,Closed,"$518,267 ",10/30/2020,4/3/2021,-,-,"1,656","$3,344 ",$100 ,RegCF,-,-,-,Yes,New Jersey
Mini City,Funded,No Report,1.8,Government Services,Netcapital,"$2,250,000 ",Equity - Common,Closed,"$28,418 ",10/30/2020,3/4/2021,-,-,-,$227 ,$100 ,RegCF,Yes,Yes,-,Yes,Georgia
Jassby,Funded,Neutral,2.5,"Consumer Products, Goods & Services",SeedInvest,"$25,846,022 ",Equity - Preferred,Closed,"$654,174 ",10/30/2020,1/8/2021,"$95,066 ",271.9x,663,"$9,345 ","$1,000 ",RegCF,-,-,-,-,Massachusetts
33 Days Film,Funded,No Report,-,"Media, Entertainment & Publishing",Wefunder,-,Revenue Share,Closed,"$109,600 ",10/30/2020,1/31/2021,-,-,58,"$1,178 ",$100 ,RegCF,Yes,-,-,-,California
Draper Startup House- Austin,Funded,No Report,-,Real Estate & Construction,Republic,-,Equity - Common,Closed,"$170,625 ",10/30/2020,12/31/2020,-,-,297,"$2,752 ",$195 ,RegCF,-,Yes,-,-,New York
7 Grain Army,Funded,No Report,-,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Closed,"$71,300 ",10/29/2020,10/28/2021,-,-,161,$196 ,$100 ,RegCF,-,-,-,-,New York
Great Scott,Funded,No Report,-,"Media, Entertainment & Publishing",MainVest,-,Revenue Share,Closed,"$42,000 ",10/29/2020,1/13/2021,-,-,41,$553 ,$100 ,RegCF,-,-,-,-,Massachusetts
Sunken Stone,Funded,No Report,3.3,Marketing & Advertising,Wefunder,"$10,700,000 ",Equity - Preferred,Closed,"$584,230 ",10/28/2020,2/12/2021,"$31,496,566 ",0.3x,261,"$5,460 ",$500 ,RegCF,-,-,-,-,California
"Fluent Forever-2, a Series of Jason’s Syndicate",Funded,No Report,-,"Education, Training, & Coaching",The Syndicate,-,Equity - Common,Closed,"$277,198 ",10/28/2020,11/4/2020,-,-,-,"$39,600 ","$1,000 ",RegD 506b,-,-,-,-,Utah
IdentifySensors,Funded,Neutral,1.61,Healthcare & Pharmaceuticals,Dalmore Group,"$212,703,069 ",Equity - Common,Closed,"$7,136,044 ",10/27/2020,4/7/2022,-,-,383,"$13,541 ",$323 ,RegA+,-,-,-,Yes,Ohio
MedVector,Funded,Deal To Watch,3.9,Healthcare & Pharmaceuticals,StartEngine,"$10,000,000 ",Equity - Common,Closed,"$906,238 ",10/27/2020,7/29/2021,-,-,555,"$3,295 ",$496 ,RegCF,-,-,-,Yes,California
Yoga Ed.,Funded,Neutral,2.7,Fitness & Wellness,Wefunder,"$7,000,000 ",SAFE,Closed,"$262,833 ",10/27/2020,4/2/2021,"$418,468 ",16.7x,280,"$1,674 ",$100 ,RegCF,-,Yes,-,Yes,Hawaii
Culmination Brewing,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",SMBX,-,Debt,Closed,"$423,570 ",10/27/2020,1/31/2021,"$1,502,406 ",-,-,"$4,412 ",$10 ,RegCF,-,-,-,-,Oregon
Pierogi Pantry,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$37,150 ",10/27/2020,12/17/2020,"$48,166 ",-,43,$728 ,$100 ,RegCF,-,Yes,-,-,Ohio
Carbon Health,Funded,No Report,-,Healthcare & Pharmaceuticals,OurCrowd,"$500,000 ",Equity - Common,-,-,10/27/2020,11/4/2020,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
The Cookie Department,Funded,No Report,-,"Food, Beverage, & Restaurants",SMBX,-,Debt,Closed,"$26,620 ",10/27/2020,10/31/2020,"$242,329 ",-,-,"$6,655 ",$100 ,RegCF,-,-,-,-,Oregon
Battle Approved Motors,Funded,No Report,1,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$6,294,117 ",Equity - Common,Closed,"$1,069,925 ",10/26/2020,10/26/2021,-,-,"1,369","$2,931 ",$325 ,RegCF,-,-,-,-,Arizona
StadiumDrop,Funded,No Report,1.1,"Logistics, Delivery, & Supply Chain",Wefunder,"$3,800,000 ",SAFE,Closed,"$262,965 ",10/26/2020,7/23/2021,"$9,133 ",416.1x,184,$974 ,$100 ,RegCF,-,Yes,-,-,Texas
American Ultimate Disc League,Funded,No Report,1.6,"Media, Entertainment & Publishing",Wefunder,"$17,200,000 ",Equity - Common,Closed,"$554,475 ",10/26/2020,5/24/2021,"$719,085 ",23.9x,691,"$2,640 ",$150 ,RegCF,-,-,-,-,California
Trashless,Funded,Neutral,4.6,"Consumer Products, Goods & Services",StartEngine,"$6,000,000 ",Convertible Note,Closed,"$204,004 ",10/26/2020,4/21/2021,"$484,772 ",12.4x,207,"$1,153 ",$250 ,RegCF,Yes,-,-,Yes,Texas
HyperSciences,Funded,Deal To Watch,4.8,"Energy, Power, & Natural Resources",StartEngine,"$38,800,000 ",Equity - Preferred,Closed,"$1,069,549 ",10/26/2020,3/16/2021,"$501,430 ",77.4x,825,"$7,585 ",$492 ,RegCF,-,-,-,Yes,Washington
Sparrow InterActive,Funded,No Report,-,"Media, Entertainment & Publishing",Wefunder,-,Revenue Share,Closed,"$24,102 ",10/26/2020,7/23/2021,-,-,36,$89 ,$100 ,RegCF,-,-,-,-,North Carolina
Intellivision Amico,Funded,No Report,-,"Media, Entertainment & Publishing",Republic,-,Revenue Share,Closed,"$11,866,723 ",10/26/2020,4/15/2021,-,-,"4,811","$69,396 ","$1,000 ",RegA+,-,-,-,-,New York
Perillas Food,Funded,No Report,-,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Closed,"$24,100 ",10/26/2020,1/6/2021,"$193,183 ",-,56,$335 ,$100 ,RegCF,Yes,-,-,Yes,Massachusetts
Atom Limbs,Funded,No Report,1.8,Healthcare & Pharmaceuticals,Wefunder,"$10,000,000 ",SAFE,Closed,"$1,070,000 ",10/23/2020,2/3/2021,-,-,"1,683","$10,388 ",$100 ,RegCF,-,-,-,Yes,California
BioLife4D,Funded,No Report,-,Healthcare & Pharmaceuticals,Dalmore Group,-,Equity - Common,Closed,"$275,333 ",10/23/2020,10/23/2021,-,-,82,$754 ,"$1,080 ",RegA+,-,-,-,-,Illinois
"Restaurant, Pub, and Games",Funded,No Report,-,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Closed,"$75,400 ",10/22/2020,1/27/2021,"$259,754 ",-,118,$777 ,$100 ,RegCF,-,-,-,-,Kansas
"Outer, a Series of Jason’s Syndicate",Funded,No Report,-,"Consumer Products, Goods & Services",The Syndicate,-,Equity - Common,-,-,10/22/2020,10/27/2020,-,-,-,-,"$1,000 ",RegD 506b,-,-,-,-,Utah
Full Circle Brewing,Funded,No Report,1.96,"Alcohol, Tobacco, & Recreational Drugs",StartEngine,"$25,000,000 ",Equity - Common,Closed,"$686,816 ",10/21/2020,4/30/2022,"$1,387,367 ",18x,843,"$1,235 ",$244 ,RegCF,Yes,-,-,-,California
Doorage,Funded,Neutral,2.1,"Logistics, Delivery, & Supply Chain",Republic,"$17,500,000 ",SAFE,Closed,"$54,627 ",10/21/2020,4/30/2021,"$336,985 ",51.9x,214,$286 ,$100 ,RegCF,-,-,-,-,Illinois
Savers Village,Funded,No Report,-,Real Estate & Construction,Small Change,-,Equity - Preferred,Closed,"$42,400 ",10/21/2020,5/1/2021,-,-,29,$221 ,"$1,000 ",RegCF,Yes,-,-,-,New Jersey
Bay Area Ranchers’ Cooperative,Funded,No Report,-,Farming & Agriculture,Wefunder,"$1,000,000 ",Equity - Preferred,Closed,"$306,800 ",10/21/2020,4/30/2021,-,-,112,"$1,606 ",$500 ,RegCF,-,-,-,-,California
Boonoob,Funded,No Report,2.9,"Consumer Products, Goods & Services",Wefunder,"$10,000,000 ",SAFE,Closed,"$50,758 ",10/20/2020,4/15/2021,"$92,584 ",108x,34,$287 ,$100 ,RegCF,Yes,-,-,-,California
Future Proof,Funded,Deal To Watch,4.4,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$60,000,000 ",Equity - Preferred,Closed,"$1,070,000 ",10/20/2020,3/31/2021,"$4,199,062 ",14.3x,"1,278","$6,605 ",$100 ,RegCF,-,Yes,-,-,Texas
Pure-Light Technologies,Funded,Underweight,1,"Energy, Power, & Natural Resources",Wefunder,"$30,000,000 ",SAFE,Closed,"$279,757 ",10/20/2020,1/13/2021,"$125,511 ",239x,395,"$3,291 ",$100 ,RegCF,-,-,-,-,Idaho
Armbrust American,Funded,No Report,-,Healthcare & Pharmaceuticals,Wefunder,-,Debt,Closed,"$1,070,000 ",10/20/2020,1/31/2021,"$7,000,000 ",-,"2,375","$10,388 ",$100 ,RegCF,-,-,-,-,Texas
Unomi,Funded,Deal To Watch,3.7,"Business Services, Software, & Applications",Microventures,"$5,000,000 ",Convertible Note,Closed,"$120,927 ",10/19/2020,6/21/2021,"$2,551 ",1000x+,337,$494 ,$100 ,RegCF,Yes,Yes,-,-,California
Gift of College,Funded,Neutral,3.5,"Education, Training, & Coaching",StartEngine,"$24,000,000 ",Equity - Common,Closed,"$92,358 ",10/19/2020,4/14/2021,"$1,197,709 ",20x,90,$522 ,$250 ,RegCF,-,-,-,Yes,California
JJ Pfister Distilling Company,Funded,No Report,1.8,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$8,930,000 ",Equity - Common,Closed,"$330,020 ",10/19/2020,12/31/2020,"$131,593 ",67.9x,215,"$4,521 ",$250 ,RegCF,-,-,-,-,California
Wind Harvest,Funded,No Report,-,"Energy, Power, & Natural Resources",Wefunder,-,Debt,Closed,"$1,070,000 ",10/19/2020,3/16/2021,-,-,"1,117","$7,230 ",$100 ,RegCF,-,-,-,Yes,California
Northstar Technologies Group,Funded,No Report,1.31,Real Estate & Construction,Netcapital,"$30,000,000 ",Equity - Common,Closed,"$728,994 ",10/16/2020,6/10/2022,-,-,-,"$1,211 ",$99 ,RegCF,-,-,-,-,Florida
Here Today,Funded,No Report,1.2,"Food, Beverage, & Restaurants",Wefunder,"$1,710,000 ",Equity - Common,Closed,"$1,016,401 ",10/16/2020,4/1/2021,-,-,168,"$6,086 ",$500 ,RegCF,-,-,-,-,Washington
Florida Cane Distillery,Funded,No Report,1.8,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$10,000,000 ",Convertible Note,Closed,"$196,821 ",10/16/2020,3/20/2021,"$446,372 ",22.4x,158,"$1,270 ",$250 ,RegCF,-,-,-,-,Florida
Vampr,Funded,Neutral,2.9,"Media, Entertainment & Publishing",Wefunder,"$9,600,000 ",Equity - Preferred,Closed,"$710,972 ",10/16/2020,2/12/2021,"$17,000 ",564.7x,775,"$5,975 ",$250 ,RegCF,-,-,-,-,California
Sircles,Funded,No Report,1,"Consumer Products, Goods & Services",Wefunder,"$11,000,000 ",SAFE,Closed,"$1,070,000 ",10/16/2020,11/13/2020,-,-,"2,018","$38,214 ",$250 ,RegCF,-,-,-,-,California
Lonesome Soldier,Funded,No Report,-,"Media, Entertainment & Publishing",NextSeed,-,Equity - Preferred,Closed,"$52,100 ",10/16/2020,4/15/2021,-,-,85,$288 ,$100 ,RegCF,-,-,-,-,New Jersey
"Nude Barre, a Series of Jason’s Syndicate",Funded,No Report,-,Apparel & Fashion,The Syndicate,-,Equity - Common,-,-,10/16/2020,10/19/2020,-,-,-,-,"$1,000 ",RegD 506b,-,-,-,-,Utah
Entre,Funded,No Report,4.2,"Business Services, Software, & Applications",Wefunder,"$10,000,000 ",SAFE,Closed,"$77,141 ",10/15/2020,4/30/2021,"$42,790 ",233.7x,127,$392 ,$100 ,RegCF,-,-,-,-,Pennsylvania
Wildeye,Funded,No Report,1.6,"Media, Entertainment & Publishing",Wefunder,"$6,530,000 ",Equity - Common,Closed,"$311,782 ",10/15/2020,1/28/2021,-,-,252,"$2,969 ",$200 ,RegCF,-,Yes,-,-,Nevada
Creator Films,Funded,No Report,-,"Media, Entertainment & Publishing",Wefunder,"$1,300,000 ",Equity - Preferred,Closed,"$68,535 ",10/15/2020,12/21/2020,-,-,66,"$1,023 ",$100 ,RegCF,-,-,-,-,California
Piestro,Funded,No Report,-,"Food, Beverage, & Restaurants",StartEngine,"$12,000,000 ",Equity - Common,Closed,"$637,364 ",10/14/2020,3/21/2021,-,-,-,"$4,034 ","$1,000 ",TTW,-,-,-,-,California
Pendram,Funded,No Report,1.2,"Consumer Products, Goods & Services",Wefunder,"$9,000,000 ",SAFE,Closed,"$76,400 ",10/13/2020,7/3/2021,$1 ,1000x+,35,$290 ,$100 ,RegCF,-,Yes,-,-,California
BAOBAB,Funded,Neutral,3.5,Apparel & Fashion,Republic,"$8,000,000 ",SAFE,Closed,"$104,059 ",10/13/2020,4/15/2021,"$247,586 ",32.3x,294,$566 ,$100 ,RegCF,Yes,-,-,-,New York
OTIS Dental,Funded,Neutral,2.3,Healthcare & Pharmaceuticals,Republic,"$8,000,000 ",SAFE,Closed,"$131,648 ",10/13/2020,2/15/2021,"$8,786 ",910.5x,338,"$1,053 ",$150 ,RegCF,Yes,-,-,-,California
teleCalm,Funded,Deal To Watch,3.7,"Consumer Products, Goods & Services",Wefunder,"$5,480,000 ",Equity - Preferred,Closed,"$107,879 ",10/13/2020,1/31/2021,"$204,436 ",26.8x,118,$981 ,$100 ,RegCF,-,-,-,Yes,Texas
T2M,Funded,No Report,1.8,"Media, Entertainment & Publishing",Netcapital,"$45,000,000 ",Equity - Common,Closed,"$15,060 ",10/13/2020,1/15/2021,"$937,782 ",48x,-,$160 ,$5 ,RegCF,-,-,-,-,Minnesota
Jabberwock Reptiles,Funded,No Report,-,"Pet Health, Food, and Services",MainVest,-,Revenue Share,Closed,"$41,200 ",10/13/2020,12/9/2020,"$309,235 ",-,38,$723 ,$100 ,RegCF,-,-,-,-,Massachusetts
The Cake Cabin,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$20,525 ",10/13/2020,12/1/2020,-,-,35,$419 ,$100 ,RegCF,-,-,-,-,Ohio
"Dexter-2, a Series of Jason’s Syndicate",Funded,No Report,-,"Business Services, Software, & Applications",The Syndicate,-,Equity - Common,-,-,10/13/2020,10/21/2020,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
"SupportPay, a Series of Jason’s Syndicate",Funded,No Report,-,Financial & Insurance Products & Services,The Syndicate,-,Equity - Common,-,-,10/13/2020,10/14/2020,-,-,-,-,"$2,000 ",RegD 506b,-,-,-,-,Utah
QuirkChat,Funded,Neutral,3.1,"Media, Entertainment & Publishing",Wefunder,"$4,500,000 ",SAFE,Closed,"$83,712 ",10/12/2020,4/2/2021,"$118,250 ",38.1x,225,$487 ,$100 ,RegCF,Yes,Yes,-,-,North Carolina
Chapel,Funded,No Report,-,Real Estate & Construction,Vicinity,"$10,000,000 ",Equity - Common,Closed,"$135,000 ",10/12/2020,12/31/2020,-,-,-,"$1,688 ",$500 ,RegCF,-,-,-,-,South Carolina
Million Marker,Funded,Neutral,3.6,Fitness & Wellness,Microventures,"$10,000,000 ",Convertible Note,Closed,"$285,303 ",10/9/2020,1/17/2022,"$32,615 ",306.6x,450,$614 ,$100 ,RegCF,Yes,Yes,-,-,California
Robotic Assistance Devices Mobile,Funded,No Report,1.4,"Security, Cybersecurity, & Defense",TruCrowd,"$25,000,000 ",Equity - Common,Closed,"$73,900 ",10/9/2020,11/2/2020,-,-,34,"$3,079 ",$250 ,RegCF,-,-,-,-,California
Virtuix,Funded,Neutral,-,"Media, Entertainment & Publishing",SeedInvest,"$65,000,000 ",Equity - Preferred,Closed,"$13,908,786 ",10/9/2020,4/25/2021,"$3,855,193 ",16.9x,"5,971","$70,246 ",$998 ,RegA+,-,-,-,-,Texas
Cleancash by SaniCash,Funded,No Report,1.2,"Business Services, Software, & Applications",StartEngine,"$8,463,800 ",Equity - Common,Closed,"$135,212 ",10/8/2020,4/30/2021,-,-,165,$663 ,$250 ,RegCF,-,-,-,-,Florida
Skywide Real Estate,Funded,No Report,-,Real Estate & Construction,Mr. Crowd,-,Equity - Common,Closed,"$32,400 ",10/8/2020,12/16/2020,-,-,-,$470 ,$120 ,RegCF,-,-,-,-,Pennsylvania
Pav*r,Funded,Neutral,3.9,"Consumer Products, Goods & Services",Wefunder,"$2,000,000 ",Convertible Note,Closed,"$85,378 ",10/7/2020,3/22/2021,-,-,69,$514 ,$100 ,RegCF,-,Yes,-,-,Kentucky
Plant an App,Funded,Deal To Watch,4.6,"Business Services, Software, & Applications",Republic,"$9,000,000 ",SAFE,Closed,"$352,292 ",10/7/2020,2/12/2021,-,-,816,"$2,752 ",$150 ,RegCF,-,-,-,-,Missouri
Defynance Holdings,Funded,No Report,1.8,Financial & Insurance Products & Services,Netcapital,"$6,000,000 ",Equity - Common,Closed,"$104,198 ",10/7/2020,1/29/2021,-,-,-,$914 ,$99 ,RegCF,Yes,-,-,-,Florida
Great Road Equity Partners,Funded,No Report,-,Real Estate & Construction,MainVest,-,Revenue Share,Closed,"$82,300 ",10/7/2020,2/3/2021,-,-,105,$692 ,$100 ,RegCF,-,-,-,-,Massachusetts
Stojo,Funded,Neutral,3.3,"Consumer Products, Goods & Services",Republic,"$13,000,000 ",SAFE,Closed,"$506,735 ",10/6/2020,4/15/2021,"$6,575,838 ",2x,"1,183","$2,653 ",$150 ,RegCF,-,-,-,Yes,New York
Our Mayberry,Funded,No Report,1.4,"Business Services, Software, & Applications",Wefunder,"$10,000,000 ",Convertible Note,Closed,"$52,540 ",10/6/2020,3/13/2021,-,-,23,$333 ,$100 ,RegCF,-,-,-,Yes,Washington
RAIDAtech,Funded,No Report,2.9,Financial & Insurance Products & Services,TruCrowd,"$15,000,000 ",Equity - Common,Closed,"$642,565 ",10/6/2020,2/28/2021,"$109,972 ",136.4x,184,"$4,431 ","$2,000 ",RegCF,-,-,-,-,North Carolina
Shoot The Moon,Funded,No Report,-,"Food, Beverage, & Restaurants",NextSeed,-,Revenue Share,Closed,"$409,000 ",10/6/2020,2/25/2021,-,-,480,"$2,880 ",$100 ,RegCF,-,-,-,-,Texas
Goblin Sushi,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$5,600 ",10/6/2020,12/23/2020,"$124,636 ",-,8,$72 ,$100 ,RegCF,Yes,-,-,-,Michigan
"Root AI, a Series of Jason’s Syndicate",Funded,No Report,-,Farming & Agriculture,The Syndicate,-,Equity - Common,-,-,10/6/2020,11/19/2020,-,-,-,-,"$1,000 ",RegD 506b,-,-,-,-,Utah
ShoppinPal,Funded,No Report,3.7,"Business Services, Software, & Applications",Microventures,"$8,000,000 ",Convertible Note,Closed,"$112,494 ",10/2/2020,2/28/2021,"$50,955 ",157x,329,$755 ,$100 ,RegCF,Yes,-,-,-,California
Red Eye Louie’s,Funded,No Report,4.6,"Alcohol, Tobacco, & Recreational Drugs",StartEngine,"$15,000,000 ",Equity - Common,Closed,"$253,879 ",10/1/2020,10/27/2021,"$951,990 ",15.8x,503,$649 ,$250 ,RegCF,Yes,Yes,-,-,Alabama
MARUX,Funded,No Report,2.3,Healthcare & Pharmaceuticals,Wefunder,"$5,000,000 ",SAFE,Closed,"$180,611 ",10/1/2020,4/2/2021,-,-,106,$987 ,$100 ,RegCF,-,-,-,-,Michigan
Shacksbury Holdings,Funded,Neutral,2.3,"Alcohol, Tobacco, & Recreational Drugs",StartEngine,"$12,029,795 ",Equity - Common,Closed,"$1,070,000 ",10/1/2020,2/16/2021,"$2,833,240 ",4.2x,488,"$7,754 ",$501 ,RegCF,-,-,-,-,Vermont
The Hub,Funded,No Report,2.5,"Business Services, Software, & Applications",Republic,"$8,000,000 ",SAFE,Closed,"$194,803 ",10/1/2020,12/16/2020,"$611,731 ",13.1x,279,"$2,563 ",$150 ,RegCF,-,-,-,-,New York
AfterrHome,Funded,No Report,-,Real Estate & Construction,Wefunder,-,Revenue Share,Closed,"$23,157 ",10/1/2020,4/30/2021,-,-,70,$110 ,$100 ,RegCF,Yes,Yes,-,Yes,Maryland
CropX,Funded,No Report,-,Farming & Agriculture,OurCrowd,"$53,000,000 ",Equity - Common,-,-,10/1/2020,11/17/2020,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
Rayton,Funded,No Report,1.8,Industrial Services,StartEngine,"$50,876,569 ",Equity - Common,Closed,"$2,094,691 ",9/30/2020,10/27/2021,-,-,"1,954","$5,344 ",$501 ,RegCF,-,-,-,-,California
NJ Teamsters Football Club,Funded,No Report,2,"Media, Entertainment & Publishing",Wefunder,"$3,100,000 ",Equity - Preferred,Closed,"$18,008 ",9/30/2020,7/31/2021,"$29,492 ",105.1x,69,$59 ,$100 ,RegCF,Yes,Yes,-,-,New Jersey
VirZOOM,Funded,Neutral,4.4,Fitness & Wellness,Wefunder,"$20,000,000 ",SAFE,Closed,"$454,166 ",9/30/2020,11/22/2020,"$219,279 ",91.2x,412,"$8,569 ",$100 ,RegCF,-,-,-,-,Massachusetts
